cleaned_text,sentiment_label
pemerintah melalui bapanas dan bulog menyiapkan cadangan pangan bagi warga terdampak banjir di jakarta dan bekasi distribusi bantuan khususnya beras akan dilakukan secara proaktif untuk memastikan akses pangan tetap terjaga selengkapnya di,2
personel korps bhayangkara langsung terjun ke lokasi banjir di bekasi depok dan wilayah yang mengalami banjir untuk mengevakuasi masyarakat menggunakan perahu karet dan peralatan memadai lainnya,2
simpen sedihnya nanti bekasi makin banjir,1
satuan tugas satgas banjir dinas pekerjaan umum dan penataan ruang pupr kota depok membersihkan puingpuing turap sungai akibat longsor di jalan pitara kelurahan pancoran mas kamis,2
noh jakarta banjir besar lagi junjungan lho tahun hentikan normalisasi sungai bikin sumur resapan target juta dlm tahun cuma kebikin ribuan cethek ga nyelesaiin mslh bikin rusak jalan pdhl anggaran daerah tertinggi nasional jomplang dng propinsi lain,0
banjir telah surut dan menyisakan banjir berupa lumpur pekat menggenangi lantai rumah serta jalanan di jakarta,1
gak ada empati banget jadi pemerintah rakyatnya lagi kesulitan karena banjir tapi yang diucapin malah yang ultah gak tau malu banget kocak lu pada,0
ingfokan kalo liat pak wamenaker nyemplung di banjir bekasi takut hanyut,1
bogor hujan deres terus kak sampe banyak banjir dan longsor,1
artis dan youtuber baim wong membagikan momen sahurnya di tengah banjir yang merendam rumahnya di jakarta akibat curah hujan tinggi dalam unggahan di instagram baim terlihat santai menikmati nasi goreng meski air menggenangi rumahnya unggahan tersebut menarik perhatian,1
hari minggu yang seharusnya damai berubah menjadi tragedi ketika banjir bandang melanda kawasan puncak cisarua kabupaten bogor,1
natal oikumene karolin ajak masyarakat doakan korban banjir di jawa,1
personel gabungan tnipolri mengevakuasi warga terdampak banjir di perumahan asri sawangan depok jawa barat pada selasa termasuk seorang pria yang membutuhkan cuci darah di rsud sawangan di tengah kepungan banjir setinggi meter evakuasi dilakukan dengan,2
banjir nyalahin pemerintah lu nya sendiri aja suka buang sampah sembarang bangsatt,1
aeh seorang bapih yang biasanya kritis sama pemerintahan sekarang bergebu bgt ya wkwkwk santay pihh pasti ada jalannya kok untuk mengatasi banjir di jakarta yang terbaik untuk pak anies dan pemerintah pusat dalam menyelsaikan masalah yang sedang terjadi sekarang di jakarta,1
permasalahan banjir di jakarta memang butuh kerja sama semua pihak mulai dari masyarakatnya yg harus menjaga kebersihan pemerintah mulai dari lurah camat walikota sampe gubernurnya bahkan presiden juga harus bekerja keras mencari solusi yg tiap tahun selalu aja terulang,1
gubernur baru sedang diuji mampu nggak ngatasi banjir,1
kunjungi korban banjir jakarta wapres gibran sabar ya wapres gibran rakabuming raka meminta masyarakat agar tetap sabar dan saling membantu menghadapi musibah banjir di jabodetabek,2
prihatin banjir jabodetabek wapres maruf amin minta warga sabar dan ikuti arahan pemerintah,2
personel gabungan tnipolri mengevakuasi warga terdampak banjir di perumahan asri sawangan depok jawa barat pada selasa,2
kak ini bisa dpt sms gini gmn ya caranya atau tiba aja aku kok gak dpt sms gini ya pdhl termasuk cukup rawan banjir kiriman bogor,1
personel gabungan tnipolri mengevakuasi warga terdampak banjir di perumahan asri sawangan depok jawa barat pada selasa termasuk seorang pria yang membutuhkan cuci darah di rsud sawangan,2
sejarah merekam banjir dan bekasi menjadi sesuatu yang sulit untuk dipisahkan,1
kakkk gimana kondisi di bogor katanya lagi banjir stay safe yah kak,1
sobat polisi personel gabungan tnipolri mengevakuasi warga terdampak banjir di perumahan asri sawangan depok jawa barat polri berkomitmen untuk memberikan pelayanan terbaik dalam menghadapi bencana alam dan siaga berikan pertolongan,2
yang salah siapa air banjir atau pemerintah dki,1
kemarin jadi gubenur dan presiden periode ngapain aja bukannya urusan kali itu kerjaan pemerintah pusatkementrian banjir bandang di cipanas lebak jasinga cigudeg sinarjaya kab bogor banjir di tengerang tangsel bekasi itu salah siapa salah gubenur,0
personel gabungan tnipolri mengevakuasi warga terdampak banjir di perumahan asri sawangan depok jawa barat pada selasa termasuk seorang pria yang membutuhkan cuci darah di rsud sawangan di tengah kepungan banjir setinggi meter evakuasi dilakukan dengan menggunaka,2
bendung katulampa nan legendaris indikator siaga banjir jakarta dan sekitarnya,1
personel korps bhayangkara langsung terjun ke lokasi banjir di bekasi depok dan wilayah yang mengalami banjir untuk mengevakuasi masyarakat menggunakan perahu karet dan peralatan memadai lainnya,2
bener juga selama tahun gua di jakarta udah biasa banjir wkwk kaya emang tempatnya air rawamangun rawa sari rawajati rawa yg lainnya fokusnya jangan nyalahin pemerintah dulu liat diri sendiri kita nya udh bener belum sampah dibuang secara bener belum,1
dear setelah buka pm kamu baru tahu kalau ada bidadari dari bogor sangkain bogor spesialis kirim banjir kiriman aja ke jakarta,1
kalo jakarta dan sekitarnya banjir yang harus di salahkan pemerintah atau orang yang selalu buang sampah sembarangan aku rasa bukan hanya salah pemerintah kan,1
banjir jakarta mau kiriman dari bogor mau kiriman dari langit mau kiriman dari tuhan gubernur wkl gubernur prematur gak becus kerja gak mampu urus jakarta makan gaji buta,0
personel korps bhayangkara langsung terjun ke lokasi banjir di bekasi depok dan wilayah yang mengalami banjir untuk mengevakuasi masyarakat menggunakan perahu karet dan peralatan memadai lainnya selain evakuasi warga polri bersama instansi terkait telah mendirikan posko bantua,2
bapak gubernur kirakira warga bekasi mana yang diundang ke youtube nya disaat banjir konten nih bapak,0
maaf cuma bisa like n retweet editan sedih wonwoo kalo nonton bisa banjir ini jakarta,1
gais mohon maaaaaff ini knp grgr banjir jd pd nyalahin pemerintah jakarta sedangkan yang banjir bukan jakarta doang tp jabodetabek,1
gue jujur ga ngerti sama rakyat jaman sekarang bukan prokontra pemerintah tapi kenapa pada nyalahin pemerintah soal banjir hey ini karna hujan deras yang terus menerus bukan karna pemerintah salah ini itu negara sebelah pun banjir kalau begini,1
tim penyelamat mengevakuasi warga dengan menggunakan perahu karet dari daerah permukiman yang terendam banjir menyusul hujan lebat di jakarta willy kurniawan reuters simak fotofoto hari ini lainnya,2
rakor internal kecamatan sawangan dalam rangka menindaklanjuti surat keputusan walikota depok bpk khdr mohammad idris ma tentang penetapan status tanggap darurat bencana banjir tanah longsor dan angin kencang di kota depok no kptsdpkphuk senin,1
singapura air nya datang ga dari johor malaysia bang sementara jakarta air nya datang dari jawa barat kan makanya gada tangerang dan tangsel ga banjir kiriman dari jakarta,1
babelan masih banjir,1
aksi nyata polri dalam evakuasi banjir bekasi dan depok luar biasa keep up the great work guys link tonton disini,2
biawak dungu padahal sudah bolak balik jokowi katakan bahwa urusan banjir jakarta adalah kewenangan pemerintah pusat,0
polri emang luar biasa salurkan bantuan dan evakuasi korban banjir di bekasi amp depok moga bencana ini cepat berlalu tonton aksinya disini,2
baru nanti kalo mulai agak reda kita kritik pemerintah kalo misalnya ada sesuatu yang salah jangan lupa kita juga sebagai warga punya tanggung jawab untuk ngejaga jakarta biar nggak banjir,1
personel gabungan tnipolri mengevakuasi warga terdampak banjir di perumahan asri sawangan depok jawa barat pada selasa termasuk seorang pria yang membutuhkan cuci darah di rsud sawangan di tengah kepungan banjir setinggi meter evakuasi,2
duitnya belum dibayar trolly in sama pusat dan urusan urusan sungai fi jakarta masih di bawah pusat pemerintah jakarta cuma kena kiriman banjir air dan caci maki lha siapa suruh hidup di rawa giliran terendam pada ngamuk,1
wts wtb bub ready netflix vidio disney canva viu wetv youtube prime vision picsart loklok disney bstation wa allegri jepang wonwoo wooyoung banjir geram haechan lia waroka jokowi berani gen bekasi smtown polri,1
musibah banjir yang melanda beberapa daerah di daerah khusus jakarta dan jawa barat termasuk lapas cikarang turut mempengaruhi aktivitas warga binaan,1
wapres gibran datangi lokasi banjir di jatiasih bekasi pastikan bantuan untuk korban banjir,2
banyak perumahan dibangun di daerah yg sebelumnya memang banjir begitu kena banjir penghuni mengeluh ke pemerintah kenapa kok banjir banjir dari dulu ada di jakarta kenapa ga ada rumah tenggelam karena dulu belum ada rumah disitu yg ada rawa penampung air,1
bak air bah detikdetik air banjir terjang mega mal bekasi,1
pemkot tangerang berikan bantuan transportasi dan logistik akibat jalan terputus pasca banjir,2
adapun untuk mempercepat penanganan sampah dan lumpur pasca banjir pemkot bekasi telah menyewa sebanyak truk untuk membantu pengangkutan sampah ke tpa sumurbatu pemerintah sendiri sejak banjir surut telah menyiagakan truk sampah,2
yesterday in da middle of banjir sana sini dan macet parah dimana mana harus ke tangerang utk koordinasi dengan kawan pengurus amp anggota ippi di sana train to rescue meski pas jam pulang ga dapat duduk sama sekali enjoy djakarta,1
gubernur jakarta klaim banjir di jakarta adalah kiriman,1
wakil gubernur wagub dki jakarta rano karno meninjau korban banjir di lebak bulus jakarta selatan rano mengajak warga terdampak banjir pindah ke rumah susun rusun jagakarsa yang baru selesai dibangun tonton video selengkapnya di,2
banjir nih,1
polri turun tangan bantu evakuasi dan penanganan banjir di jabodetabek jakarta kepolisian republik indonesia polri melalui korps kepolisian perairan dan udara korpolairud baharkam polri mengerahkan ratusan personel guna membantu evakuasi dan penanganan banjir,2
personel gabungan tnipolri mengevakuasi warga terdampak banjir di perumahan asri sawangan depok jawa barat pada selasa termasuk seorang pria yang membutuhkan cuci darah di rsud sawangan,2
di kanim bekasi aman sekitarnya beberapa daerah banjir tpi jalanan masih lancar dilalui koq,1
rudy susmanto pemkab bogor bentuk posko dan gandeng bnpb untuk modifikasi cuaca atasi banjir,2
terima kasih banyak pak polisi atas dedikasi dan keberanian dalam membantu warga jakarta yang terdampak banjir,2
keluarga besar lapas kelas iib sumedang mengucapkan turut berduka cita atas musibah banjir di lapas cikarang dan bapas bekasi semoga saudarasaudara kita diberikan kekuatan dan kesabaran dalam menghadapi musibah ini pray for lapas cikarang amp bapas bekasi maret,1
imbas banjir jaksel terapkan pembelajaran di rumah bagi siswa,1
lah bininya aja ngungsi ke hotel horison sloganya membersamai rakyat pas banjir gak bersama rakyatnya,0
salah satu yang banyak memberikan informasi saat sebelum terjadi banjir besar maret adalah akun seharusnya pak gubernur jabar bupati bogor walikota bekasi pak berikan apresiasi para bapakibu mas mbak admin,0
epaper erakini rabu maret pramono anung banjir jakarta butuh solusi gubernur,0
banjir yang melanda jakarta bogor dan bekasi nggak cuma bikin warga kebanjiran tapi juga hewanhewan peliharaan ikut jadi korban mulai dari anjing burung kambing sampai sapi semuanya ikut terdampak di jakarta selatan petugas damkar bahkan evakuasi ekor kambing pakai,1
banjir bogor gubernur dedi mulyadi ungkap alih fungsi lahan jadi biang kerok bencana,1
akhirnya pemerintah pusat ambil alih penanganan banjir lambatnya normalisasi yg seharusnya sudah selesai malah baru km,0
guys aku br liat di bekasi amp bogor cmiiw banjir ya stay safe all semoga cepat surut amp kalian semua baikbaik aja dmnpun berada,1
oh no banjir mati listrik tuh alhamdulillah ga kena banjir asli aku gatau kalo bekasi banjir juga,1
temanteman di bekasi yang terdampak banjir stay safe semua semoga bantuan segera menolong,1
min kalau dari pgc cililitan mau ke mall kelapa gading itu bisa gak yah dan beroperasi gak yah soalnya kan banjir,1
jul amp jakarta bekasi banjir guede buanget anda gak ngebuly amp sok bela warga yg kebanjiran ternyata psi anda cuma cari omon omon bela warga demi elektabilitasmakanya sampah is sampah,0
banjir jakarta masih genangi rt dengan ketinggian air hingga meter selengkapnya gtgtgt,1
pray for jabodetabek aku orang bogor emang dari hari ke puasa bogor hujan terus dan emang kalo bogor hujan yang dapet kiriman banjir nya pasti jadetabek tapi sekarang sampe puncak aja kena banjir bandang banyak longsor juga jalan di batutulis ambruk sampe gabisa di akses,1
presiden pemerintah pusat dan daerah harus kerja sama tangani banjir kabar tangsel,1
banjir kemarin itu yang sumber air banjirnya sama dari puncak kenapa bekasi parah tapi jakarta malah relatif aman,1
berapa kontribusi hujan lokal di bekasi sebabkan banjir parah di bekasi jika dibandingkan persen antara faktor meteorologishidrologis lingkungantata kotanya,1
pemerintah terus bergerak cepat dalam penanganan bencana banjir yang melanda wilayah sekitar jakarta dan bekasi dalam keterangannya kepada awak media menteri sosial mensos saifullah yusuf menyampaikan bahwa tenaga kebencanaan telah diterjunkan ke berbagai titik terdampak,2
doa dan dukungan terbaik untuk temanteman yang terdampak banjir di jakarta bogor depok tanggerang dan bekasi,1
apresiasi se tinggi tingginya buat yang dari kemarin malam update kondisi banjir sehat sehat min,2
terungkap vilavila milik jenderal di puncak bikin parah banjir di jakarta dan sekitarnya siapa pemiliknya,0
kapolres metro jakarta selatan tinjau langsung banjir di pesanggrahan dan berikan bantuan logistik makanan untuk korban,1
bisa gak sih warga bekasi korban banjir class action biar berbenah semua,1
wali kota depok supian suri memastikan akan membongkar rumah toko ruko dan goronggorong yang menjadi penyebab banjir di jalan margonda raya pada senin,1
banjir akhirnya surut pada kamis pagi sekitar pukul wib dan warga mulai membersihkan rumah pada siang hari sampai saat itu terang anto belum ada satu pun bantuan pemerintah,0
saat banjir biasa nya makanan berlimpah bantuan dr sana sini buang hajat ny yg susah tugas pemerintah perbanyak tempat buang hajat,1
jika saya gubernur dki saya akan mencalonkan diri jadi presiden karena tampaknya banjir di jakarta lebih mudah diatasi kalo saya jadi presiden walau sudah ada gubernur dki yg dulu telah ngomong spt itu dan gagal saya akan ngomong hal yg sama,1
gue nggak paham sama pemerintah jakarta sekarang walaupun bukan orang jakarta tapi lihat keadaan jakarta itu udah parah banget dan bikin risih terus sekarang ditambah ginian kok ya diizinin sama gubernurnya dari pada buat ginian mending biayanya buat atasi banjir,0
heran kenapa banyak yg ngritik gub jakarta gub jabar masyarakat di sekitar das pemerintah pusat yg katanya mudah menangani banjir kok gak dikritik juga,0
manusia ini ya yg dulu janjikan banjir di jakarta akan ditangani saat menjadi presiden setelah jabatan tuntas malahan gada hasilnya akan ditawur okeh rakyatnya sendiri ini makhluk klo gak di dunia ya diakhirat itu juga klo dia percaya ada akhirat,0
kita bisa meneruskan info laporan banjir kepada temanteman melalui twitter fb wa telegram dan medsos lainnya dengan melaporkan kita sudah bantu pemerintah serta masyarakat di sekitar kita dan turut dalam aksi pengurangan risiko bencana,2
pt kai daerah operasi daop bandung mengungkapkan bahwa banjir di kabupaten dan kota bekasi yang terjadi sejak selasa pagi sempat menyebabkan dua ka parahyangan relasi stasiun gambirbandung mengalami keterlambatan,1
personel gabungan tnipolri mengevakuasi warga terdampak banjir di perumahan asri sawangan depok jawa barat pada selasa termasuk seorang pria yang membutuhkan cuci darah di rsud sawangan di tengah kepungan banjir setinggi meter evakuasi di,1
jakarta banjir bandang kapan indonesia kapok kirim bantuan buat hamas dan fokus sama agenda domestik beginilah contoh pikiran otak udang jika bencana dikaitkan dengan azab allah,0
ya drama bikin muak di indonesia tuh gitu apa ribut sekejap ga ada ketegasan menyeluruh buat mengatasi banjir dan longsor kapan terjadi lagi ribut lagi,0
tim humanies melakukan pendataan bantuan logistik untuk korban banjir bersama bnpb malam tadi bantuan berupa kebutuhan harian kebutuhan ibu dan anak dan personal care yang bersumber dari donasi warga x dan ig semoga bekasi bogor dan wilayah terdampak lain cepat pulih,1
banjir di rsud chasbullah abdulmadjid kota bekasi mulai surut pelayanan kesehatan kembali berangsur normal,1
